,user_id,questionnaire_id,created_at,s01,s02,s03,s04,s05,s06,s07,s08
178,1357,6,2020-07-28 13:01:30.452261308,YES,100,73.0,27.0,40.0,23.0,28.0,NO
3992,1357,6,2020-07-30 05:25:37.688442212,YES,86,84.0,100.0,0.0,0.0,8.0,NO
3416,1357,6,2020-07-31 21:49:44.924623116,YES,85,82.0,100.0,0.0,7.0,24.0,NO
1896,1357,6,2020-08-02 14:13:52.160804022,YES,95,100.0,66.0,50.0,45.0,49.0,NO
2162,1357,6,2020-08-04 06:37:59.396984926,YES,90,88.0,68.0,50.0,41.0,45.0,NO
7219,1357,6,2020-08-05 23:02:06.633165830,YES,74,56.0,92.0,0.0,82.0,74.0,NO
2098,1357,6,2020-08-07 15:26:13.869346734,YES,74,70.0,53.0,41.0,63.0,33.0,YES
3636,1357,6,2020-08-09 07:50:21.105527640,YES,72,74.0,49.0,52.0,33.0,49.0,NO
6112,1357,6,2020-08-11 00:14:28.341708544,YES,16,20.0,73.0,22.0,14.0,15.0,NO
1023,1357,6,2020-08-12 16:38:35.577889448,YES,53,46.0,37.0,49.0,11.0,7.0,NO
3327,1357,6,2020-08-14 09:02:42.814070352,YES,80,88.0,100.0,2.0,0.0,21.0,NO
4380,1357,6,2020-08-16 01:26:50.050251258,YES,65,67.0,19.0,69.0,30.0,37.0,NO
2294,1357,6,2020-08-17 17:50:57.286432160,YES,90,79.0,100.0,0.0,1.0,8.0,NO
426,1357,6,2020-08-19 10:15:04.522613068,YES,87,81.0,60.0,46.0,76.0,59.0,NO
7138,1357,6,2020-08-21 02:39:11.758793972,YES,48,31.0,100.0,0.0,25.0,23.0,NO
926,1357,6,2020-08-22 19:03:18.994974876,YES,35,39.0,57.0,56.0,61.0,36.0,NO
2483,1357,6,2020-08-24 11:27:26.231155780,YES,23,19.0,96.0,4.0,16.0,66.0,NO
4079,1357,6,2020-08-26 03:51:33.467336684,YES,79,35.0,79.0,28.0,26.0,21.0,NO
1743,1357,6,2020-08-27 20:15:40.703517588,YES,79,78.0,60.0,41.0,72.0,56.0,NO
2970,1357,6,2020-08-29 12:39:47.939698492,YES,49,45.0,90.0,44.0,26.0,33.0,NO
5869,1357,6,2020-08-31 05:03:55.175879400,YES,22,17.0,75.0,20.0,9.0,17.0,NO
2944,1357,6,2020-09-01 21:28:02.412060304,YES,100,76.0,53.0,73.0,70.0,0.0,NO
5322,1357,6,2020-09-03 13:52:09.648241208,YES,47,52.0,100.0,0.0,30.0,66.0,
5461,1357,6,2020-09-05 06:16:16.884422112,NO,58,47.0,41.0,47.0,29.0,16.0,NO
3365,1357,6,2020-09-06 22:40:24.120603016,YES,7,7.0,95.0,3.0,6.0,3.0,NO
5199,1357,6,2020-09-08 15:04:31.356783920,NO,59,32.0,82.0,0.0,12.0,56.0,NO
1659,1357,6,2020-09-10 07:28:38.592964824,YES,62,62.0,45.0,58.0,30.0,32.0,YES
760,1357,6,2020-09-11 23:52:45.829145728,YES,26,27.0,65.0,29.0,30.0,32.0,NO
7143,1357,6,2020-09-13 16:16:53.065326636,YES,55,39.0,100.0,0.0,44.0,41.0,NO
3005,1357,6,2020-09-15 08:41:00.301507540,YES,81,42.0,84.0,26.0,22.0,16.0,YES
6329,1357,6,2020-09-17 01:05:07.537688444,YES,29,30.0,85.0,6.0,32.0,26.0,NO
3710,1357,6,2020-09-18 17:29:14.773869348,YES,82,78.0,78.0,72.0,51.0,53.0,NO
1179,1357,6,2020-09-20 09:53:22.010050252,YES,3,5.0,96.0,4.0,3.0,2.0,NO
5742,1357,6,2020-09-22 02:17:29.246231156,YES,89,91.0,100.0,0.0,86.0,87.0,NO
735,1357,6,2020-09-23 18:41:36.482412060,YES,59,63.0,63.0,59.0,31.0,29.0,YES
6961,1357,6,2020-09-25 11:05:43.718592968,YES,62,48.0,17.0,18.0,38.0,34.0,NO
1598,1357,6,2020-09-27 03:29:50.954773872,YES,62,54.0,50.0,50.0,41.0,32.0,YES
5253,1357,6,2020-09-28 19:53:58.190954776,NO,0,2.0,96.0,0.0,3.0,15.0,NO
4188,1357,6,2020-09-30 12:18:05.427135680,YES,87,94.0,100.0,0.0,1.0,13.0,NO
3130,1357,6,2020-10-02 04:42:12.663316584,YES,62,79.0,47.0,17.0,38.0,64.0,NO
7006,1357,6,2020-10-03 21:06:19.899497488,YES,85,86.0,100.0,0.0,70.0,70.0,NO
3436,1357,6,2020-10-05 13:30:27.135678392,NO,13,0.0,74.0,42.0,0.0,34.0,NO
3959,1357,6,2020-10-07 05:54:34.371859296,YES,47,28.0,68.0,29.0,46.0,52.0,NO
6260,1357,6,2020-10-08 22:18:41.608040204,YES,100,100.0,45.0,45.0,100.0,88.0,NO
5571,1357,6,2020-10-10 14:42:48.844221108,YES,55,41.0,100.0,0.0,49.0,52.0,NO
4657,1357,6,2020-10-12 07:06:56.080402012,YES,66,16.0,98.0,2.0,10.0,10.0,YES
137,1357,6,2020-10-13 23:31:03.316582916,YES,71,27.0,81.0,9.0,2.0,28.0,YES
2453,1357,6,2020-10-15 15:55:10.552763820,YES,79,72.0,82.0,39.0,21.0,24.0,NO
3921,1357,6,2020-10-17 08:19:17.788944724,YES,82,43.0,83.0,34.0,30.0,31.0,NO
1381,1357,6,2020-10-19 00:43:25.025125628,YES,0,0.0,85.0,19.0,2.0,6.0,YES
5637,1357,6,2020-10-20 17:07:32.261306536,YES,59,38.0,15.0,0.0,56.0,56.0,NO
7105,1357,6,2020-10-22 09:31:39.497487440,YES,49,36.0,100.0,0.0,30.0,27.0,NO
3788,1357,6,2020-10-24 01:55:46.733668344,YES,73,60.0,52.0,49.0,48.0,53.0,NO
5577,1357,6,2020-10-25 18:19:53.969849248,YES,36,17.0,28.0,13.0,58.0,68.0,NO
2594,1357,6,2020-10-27 10:44:01.206030152,NO,61,29.0,69.0,47.0,8.0,53.0,NO
1564,1357,6,2020-10-29 03:08:08.442211056,YES,56,47.0,55.0,37.0,61.0,41.0,YES
2819,1357,6,2020-10-30 19:32:15.678391960,YES,55,58.0,57.0,32.0,34.0,26.0,YES
3914,1357,6,2020-11-01 11:56:22.914572864,YES,42,36.0,84.0,24.0,30.0,12.0,YES
6866,1357,6,2020-11-03 04:20:30.150753772,YES,88,46.0,95.0,5.0,25.0,54.0,NO
4640,1357,6,2020-11-04 20:44:37.386934676,YES,28,17.0,55.0,14.0,11.0,15.0,NO
7117,1357,6,2020-11-06 13:08:44.623115580,YES,19,20.0,100.0,0.0,41.0,25.0,NO
4061,1357,6,2020-11-08 05:32:51.859296484,YES,48,38.0,81.0,72.0,25.0,40.0,YES
6622,1357,6,2020-11-09 21:56:59.095477388,YES,71,30.0,92.0,0.0,17.0,63.0,NO
4236,1357,6,2020-11-11 14:21:06.331658292,YES,78,5.0,92.0,2.0,0.0,1.0,YES
4269,1357,6,2020-11-13 06:45:13.567839196,YES,80,36.0,86.0,26.0,36.0,35.0,NO
7198,1357,6,2020-11-14 23:09:20.804020104,YES,55,63.0,95.0,7.0,40.0,30.0,NO
3912,1357,6,2020-11-16 15:33:28.040201008,YES,86,38.0,89.0,22.0,10.0,22.0,YES
1866,1357,6,2020-11-18 07:57:35.276381912,YES,27,27.0,63.0,17.0,2.0,0.0,YES
974,1357,6,2020-11-20 00:21:42.512562816,NO,52,40.0,61.0,47.0,35.0,20.0,NO
4594,1357,6,2020-11-21 16:45:49.748743720,NO,60,26.0,0.0,0.0,0.0,18.0,NO
7195,1357,6,2020-11-23 09:09:56.984924624,YES,79,86.0,76.0,51.0,0.0,19.0,NO
1749,1357,6,2020-11-25 01:34:04.221105528,YES,70,70.0,40.0,47.0,36.0,66.0,YES
6535,1357,6,2020-11-26 17:58:11.457286432,YES,17,19.0,80.0,20.0,22.0,15.0,NO
3878,1357,6,2020-11-28 10:22:18.693467340,YES,49,53.0,74.0,17.0,25.0,58.0,YES
4063,1357,6,2020-11-30 02:46:25.929648244,YES,79,85.0,66.0,24.0,36.0,52.0,NO
5518,1357,6,2020-12-01 19:10:33.165829148,YES,36,21.0,96.0,11.0,33.0,31.0,NO
6491,1357,6,2020-12-03 11:34:40.402010052,YES,20,24.0,73.0,24.0,7.0,18.0,NO
5541,1357,6,2020-12-05 03:58:47.638190956,YES,24,14.0,70.0,14.0,10.0,,NO
5275,1357,6,2020-12-06 20:22:54.874371860,YES,94,93.0,81.0,6.0,97.0,43.0,YES
1278,1357,6,2020-12-08 12:47:02.110552764,YES,5,3.0,96.0,2.0,0.0,3.0,NO
2333,1357,6,2020-12-10 05:11:09.346733672,NO,35,18.0,75.0,0.0,24.0,56.0,NO
3877,1357,6,2020-12-11 21:35:16.582914576,YES,45,46.0,73.0,23.0,25.0,10.0,YES
3447,1357,6,2020-12-13 13:59:23.819095480,YES,79,73.0,55.0,35.0,70.0,50.0,NO
4326,1357,6,2020-12-15 06:23:31.055276384,YES,79,36.0,79.0,29.0,31.0,33.0,NO
6462,1357,6,2020-12-16 22:47:38.291457288,YES,81,82.0,100.0,0.0,76.0,76.0,NO
1184,1357,6,2020-12-18 15:11:45.527638192,YES,35,61.0,34.0,47.0,36.0,57.0,NO
2695,1357,6,2020-12-20 07:35:52.763819096,YES,85,91.0,100.0,0.0,7.0,11.0,NO
6613,1357,6,2020-12-22 00:00:00,YES,31,33.0,95.0,7.0,24.0,25.0,NO
3127,1358,6,2020-01-22 00:00:00,YES,37,24.0,83.0,3.0,17.0,1.0,YES
4652,1358,6,2020-02-14 22:17:08.571428571,YES,4,3.0,96.0,5.0,7.0,24.0,NO
6292,1358,6,2020-03-09 20:34:17.142857143,YES,51,52.0,89.0,16.0,28.0,44.0,NO
4337,1358,6,2020-04-02 18:51:25.714285714,YES,77,0.0,87.0,3.0,40.0,38.0,YES
6358,1358,6,2020-04-26 17:08:34.285714286,YES,32,29.0,100.0,5.0,24.0,27.0,NO
4344,1358,6,2020-05-20 15:25:42.857142858,YES,78,77.0,81.0,79.0,51.0,67.0,NO
5110,1358,6,2020-06-13 13:42:51.428571428,YES,100,100.0,76.0,17.0,0.0,0.0,NO
883,1358,6,2020-07-07 12:00:00,YES,64,65.0,46.0,44.0,33.0,26.0,NO
2361,1358,6,2020-07-31 10:17:08.571428572,YES,79,22.0,75.0,17.0,0.0,77.0,YES
6279,1358,6,2020-08-24 08:34:17.142857144,YES,81,88.0,93.0,23.0,97.0,60.0,YES
2057,1358,6,2020-09-17 06:51:25.714285716,NO,45,30.0,48.0,52.0,23.0,37.0,NO
6797,1358,6,2020-10-11 05:08:34.285714288,YES,46,50.0,33.0,54.0,32.0,53.0,NO
2155,1358,6,2020-11-04 03:25:42.857142856,YES,89,86.0,74.0,69.0,50.0,65.0,NO
735,1358,6,2020-11-28 01:42:51.428571428,YES,59,63.0,63.0,59.0,31.0,29.0,YES
5656,1358,6,2020-12-22 00:00:00,YES,100,96.0,74.0,27.0,47.0,1.0,NO
1045,1359,6,2020-01-22 00:00:00,YES,39,46.0,59.0,33.0,25.0,29.0,YES
5805,1359,6,2020-01-23 16:24:07.236180904,NO,51,47.0,100.0,0.0,18.0,15.0,
2229,1359,6,2020-01-25 08:48:14.472361809,YES,79,14.0,94.0,7.0,7.0,33.0,YES
2007,1359,6,2020-01-27 01:12:21.708542713,YES,85,56.0,93.0,17.0,39.0,13.0,YES
1134,1359,6,2020-01-28 17:36:28.944723618,YES,2,4.0,96.0,4.0,7.0,6.0,NO
3541,1359,6,2020-01-30 10:00:36.180904522,YES,70,67.0,66.0,51.0,46.0,37.0,YES
6681,1359,6,2020-02-01 02:24:43.417085427,YES,100,100.0,43.0,51.0,100.0,75.0,NO
6618,1359,6,2020-02-02 18:48:50.653266331,YES,34,33.0,97.0,4.0,27.0,27.0,NO
5676,1359,6,2020-02-04 11:12:57.889447236,YES,17,14.0,100.0,0.0,6.0,12.0,NO
2564,1359,6,2020-02-06 03:37:05.125628140,YES,83,76.0,82.0,46.0,25.0,26.0,NO
2437,1359,6,2020-02-07 20:01:12.361809045,YES,100,52.0,46.0,0.0,100.0,0.0,NO
800,1359,6,2020-02-09 12:25:19.597989949,YES,40,42.0,51.0,52.0,36.0,36.0,YES
765,1359,6,2020-02-11 04:49:26.834170854,YES,60,65.0,54.0,35.0,25.0,19.0,NO
7336,1359,6,2020-02-12 21:13:34.070351759,YES,82,84.0,12.0,56.0,12.0,1.0,NO
1387,1359,6,2020-02-14 13:37:41.306532663,YES,71,21.0,67.0,85.0,19.0,70.0,NO
103,1359,6,2020-02-16 06:01:48.542713568,NO,83,84.0,88.0,88.0,87.0,87.0,NO
975,1359,6,2020-02-17 22:25:55.778894472,YES,85,83.0,62.0,60.0,56.0,51.0,NO
6454,1359,6,2020-02-19 14:50:03.015075377,YES,35,30.0,92.0,10.0,30.0,50.0,NO
3621,1359,6,2020-02-21 07:14:10.251256281,YES,28,24.0,71.0,28.0,26.0,49.0,NO
6003,1359,6,2020-02-22 23:38:17.487437186,YES,82,93.0,83.0,25.0,53.0,39.0,NO
5409,1359,6,2020-02-24 16:02:24.723618090,NO,48,33.0,25.0,40.0,26.0,12.0,NO
179,1359,6,2020-02-26 08:26:31.959798995,YES,86,79.0,80.0,79.0,79.0,55.0,NO
5289,1359,6,2020-02-28 00:50:39.195979899,YES,100,73.0,74.0,22.0,1.0,1.0,NO
1798,1359,6,2020-02-29 17:14:46.432160804,YES,6,5.0,91.0,6.0,9.0,9.0,NO
2558,1359,6,2020-03-02 09:38:53.668341709,YES,75,73.0,61.0,58.0,45.0,39.0,NO
4584,1359,6,2020-03-04 02:03:00.904522613,NO,55,31.0,31.0,7.0,5.0,40.0,NO
5629,1359,6,2020-03-05 18:27:08.140703518,YES,74,78.0,100.0,0.0,72.0,70.0,NO
6995,1359,6,2020-03-07 10:51:15.376884422,YES,17,25.0,55.0,39.0,11.0,14.0,NO
4171,1359,6,2020-03-09 03:15:22.613065327,YES,75,78.0,48.0,43.0,72.0,69.0,NO
5768,1359,6,2020-03-10 19:39:29.849246231,YES,96,19.0,83.0,12.0,0.0,0.0,NO
6364,1359,6,2020-03-12 12:03:37.085427136,YES,58,48.0,90.0,8.0,45.0,44.0,NO
5713,1359,6,2020-03-14 04:27:44.321608040,NO,63,27.0,100.0,0.0,28.0,55.0,NO
1925,1359,6,2020-03-15 20:51:51.557788945,YES,73,75.0,63.0,51.0,68.0,43.0,YES
3906,1359,6,2020-03-17 13:15:58.793969850,NO,0,0.0,55.0,46.0,0.0,27.0,NO
2071,1359,6,2020-03-19 05:40:06.030150754,NO,62,27.0,58.0,18.0,17.0,11.0,NO
1126,1359,6,2020-03-20 22:04:13.266331659,YES,38,31.0,68.0,33.0,30.0,33.0,NO
859,1359,6,2020-03-22 14:28:20.502512563,YES,33,29.0,64.0,29.0,30.0,32.0,NO
6412,1359,6,2020-03-24 06:52:27.738693468,NO,17,17.0,97.0,9.0,12.0,42.0,NO
657,1359,6,2020-03-25 23:16:34.974874372,YES,84,83.0,64.0,49.0,72.0,78.0,NO
4644,1359,6,2020-03-27 15:40:42.211055277,YES,77,77.0,78.0,79.0,51.0,20.0,NO
6590,1359,6,2020-03-29 08:04:49.447236181,YES,45,36.0,55.0,54.0,30.0,29.0,NO
5232,1359,6,2020-03-31 00:28:56.683417086,YES,17,12.0,68.0,12.0,15.0,,NO
1522,1359,6,2020-04-01 16:53:03.919597990,YES,12,8.0,73.0,0.0,0.0,0.0,YES
888,1359,6,2020-04-03 09:17:11.155778895,YES,61,67.0,28.0,65.0,57.0,32.0,YES
2489,1359,6,2020-04-05 01:41:18.391959799,YES,82,79.0,71.0,37.0,4.0,37.0,NO
6080,1359,6,2020-04-06 18:05:25.628140704,YES,100,99.0,52.0,58.0,91.0,62.0,NO
4669,1359,6,2020-04-08 10:29:32.864321608,YES,31,20.0,97.0,0.0,22.0,21.0,NO
3271,1359,6,2020-04-10 02:53:40.100502513,YES,31,27.0,82.0,14.0,35.0,18.0,YES
518,1359,6,2020-04-11 19:17:47.336683418,YES,40,22.0,68.0,28.0,27.0,43.0,NO
1410,1359,6,2020-04-13 11:41:54.572864322,YES,44,28.0,75.0,30.0,45.0,64.0,NO
5178,1359,6,2020-04-15 04:06:01.809045227,YES,86,62.0,85.0,23.0,0.0,0.0,NO
6473,1359,6,2020-04-16 20:30:09.045226131,YES,83,83.0,100.0,0.0,85.0,89.0,NO
2908,1359,6,2020-04-18 12:54:16.281407036,YES,78,72.0,65.0,66.0,56.0,32.0,NO
2309,1359,6,2020-04-20 05:18:23.517587940,YES,62,69.0,,62.0,39.0,43.0,YES
2665,1359,6,2020-04-21 21:42:30.753768845,YES,3,3.0,96.0,4.0,5.0,4.0,NO
3267,1359,6,2020-04-23 14:06:37.989949749,YES,73,62.0,33.0,68.0,76.0,70.0,YES
5671,1359,6,2020-04-25 06:30:45.226130654,YES,71,44.0,100.0,0.0,36.0,64.0,NO
4824,1359,6,2020-04-26 22:54:52.462311558,YES,29,22.0,71.0,25.0,21.0,19.0,NO
4261,1359,6,2020-04-28 15:18:59.698492463,YES,94,93.0,100.0,0.0,1.0,0.0,NO
5950,1359,6,2020-04-30 07:43:06.934673367,NO,0,2.0,100.0,3.0,4.0,13.0,NO
1561,1359,6,2020-05-02 00:07:14.170854272,YES,6,6.0,95.0,5.0,6.0,9.0,NO
4830,1359,6,2020-05-03 16:31:21.407035176,YES,30,26.0,92.0,22.0,21.0,47.0,NO
5044,1359,6,2020-05-05 08:55:28.643216080,YES,50,43.0,100.0,0.0,44.0,44.0,NO
3013,1359,6,2020-05-07 01:19:35.879396986,YES,70,65.0,37.0,76.0,61.0,31.0,YES
4630,1359,6,2020-05-08 17:43:43.115577890,YES,44,43.0,38.0,28.0,5.0,1.0,NO
2368,1359,6,2020-05-10 10:07:50.351758794,YES,37,32.0,69.0,33.0,42.0,56.0,NO
6666,1359,6,2020-05-12 02:31:57.587939700,YES,27,19.0,77.0,24.0,23.0,23.0,NO
6920,1359,6,2020-05-13 18:56:04.824120604,YES,73,72.0,27.0,9.0,35.0,13.0,NO
5875,1359,6,2020-05-15 11:20:12.060301508,NO,73,38.0,90.0,13.0,0.0,0.0,
3155,1359,6,2020-05-17 03:44:19.296482412,NO,52,3.0,92.0,15.0,10.0,7.0,NO
1453,1359,6,2020-05-18 20:08:26.532663318,YES,44,35.0,41.0,32.0,65.0,36.0,NO
1235,1359,6,2020-05-20 12:32:33.768844222,YES,80,79.0,47.0,40.0,72.0,52.0,NO
4682,1359,6,2020-05-22 04:56:41.005025126,YES,71,11.0,74.0,47.0,10.0,19.0,NO
1368,1359,6,2020-05-23 21:20:48.241206030,YES,58,61.0,59.0,48.0,38.0,37.0,YES
1652,1359,6,2020-05-25 13:44:55.477386936,YES,38,31.0,67.0,24.0,20.0,13.0,YES
3348,1359,6,2020-05-27 06:09:02.713567840,YES,83,69.0,50.0,50.0,25.0,41.0,NO
1195,1359,6,2020-05-28 22:33:09.949748744,YES,48,31.0,88.0,13.0,5.0,0.0,NO
2899,1359,6,2020-05-30 14:57:17.185929648,YES,84,78.0,82.0,35.0,28.0,28.0,NO
136,1359,6,2020-06-01 07:21:24.422110554,YES,59,50.0,51.0,55.0,34.0,38.0,NO
1085,1359,6,2020-06-02 23:45:31.658291458,YES,67,65.0,56.0,52.0,40.0,36.0,YES
3949,1359,6,2020-06-04 16:09:38.894472362,YES,31,25.0,79.0,21.0,28.0,73.0,YES
4037,1359,6,2020-06-06 08:33:46.130653268,NO,34,27.0,66.0,1.0,30.0,41.0,NO
3103,1359,6,2020-06-08 00:57:53.366834172,YES,10,9.0,93.0,7.0,7.0,9.0,NO
1010,1359,6,2020-06-09 17:22:00.603015076,YES,35,32.0,74.0,27.0,38.0,36.0,NO
4343,1359,6,2020-06-11 09:46:07.839195980,YES,64,6.0,97.0,2.0,0.0,17.0,YES
7129,1359,6,2020-06-13 02:10:15.075376886,YES,18,13.0,100.0,1.0,37.0,15.0,NO
1262,1359,6,2020-06-14 18:34:22.311557790,YES,60,35.0,90.0,8.0,0.0,0.0,NO
3273,1359,6,2020-06-16 10:58:29.547738694,YES,35,36.0,79.0,25.0,45.0,46.0,NO
3064,1359,6,2020-06-18 03:22:36.783919598,YES,5,6.0,93.0,5.0,8.0,8.0,NO
6197,1359,6,2020-06-19 19:46:44.020100504,YES,50,26.0,63.0,33.0,2.0,17.0,NO
2574,1359,6,2020-06-21 12:10:51.256281408,YES,70,32.0,71.0,10.0,0.0,39.0,NO
2123,1359,6,2020-06-23 04:34:58.492462312,YES,92,28.0,88.0,13.0,16.0,94.0,YES
7062,1359,6,2020-06-24 20:59:05.728643216,YES,70,68.0,81.0,13.0,46.0,63.0,NO
738,1359,6,2020-06-26 13:23:12.964824122,YES,60,28.0,74.0,21.0,18.0,9.0,YES
2654,1359,6,2020-06-28 05:47:20.201005026,YES,64,65.0,53.0,44.0,54.0,52.0,NO
3393,1359,6,2020-06-29 22:11:27.437185930,YES,82,83.0,100.0,0.0,7.0,14.0,NO
4297,1359,6,2020-07-01 14:35:34.673366836,YES,84,28.0,83.0,32.0,28.0,34.0,NO
78,1359,6,2020-07-03 06:59:41.909547740,YES,67,49.0,83.0,,42.0,34.0,NO
6456,1359,6,2020-07-04 23:23:49.145728644,YES,49,46.0,100.0,5.0,55.0,49.0,NO
6736,1359,6,2020-07-06 15:47:56.381909548,YES,87,87.0,96.0,0.0,91.0,58.0,YES
409,1359,6,2020-07-08 08:12:03.618090454,YES,45,45.0,56.0,53.0,37.0,28.0,YES
3781,1359,6,2020-07-10 00:36:10.854271358,NO,48,32.0,91.0,6.0,85.0,83.0,NO
3046,1359,6,2020-07-11 17:00:18.090452262,YES,33,33.0,79.0,12.0,20.0,3.0,YES
4960,1359,6,2020-07-13 09:24:25.326633166,YES,13,12.0,68.0,5.0,0.0,38.0,NO
3327,1359,6,2020-07-15 01:48:32.562814072,YES,80,88.0,100.0,2.0,0.0,21.0,NO
4656,1359,6,2020-07-16 18:12:39.798994976,YES,21,17.0,96.0,26.0,13.0,13.0,NO
3091,1359,6,2020-07-18 10:36:47.035175880,YES,35,37.0,72.0,32.0,56.0,45.0,NO
1713,1359,6,2020-07-20 03:00:54.271356784,YES,14,15.0,70.0,8.0,9.0,0.0,YES
2283,1359,6,2020-07-21 19:25:01.507537690,YES,80,78.0,68.0,59.0,53.0,54.0,NO
4639,1359,6,2020-07-23 11:49:08.743718594,YES,23,17.0,51.0,20.0,19.0,21.0,NO
4257,1359,6,2020-07-25 04:13:15.979899498,YES,83,31.0,81.0,24.0,34.0,37.0,NO
1184,1359,6,2020-07-26 20:37:23.216080402,YES,35,61.0,34.0,47.0,36.0,57.0,NO
3737,1359,6,2020-07-28 13:01:30.452261308,YES,87,30.0,83.0,30.0,29.0,28.0,NO
2828,1359,6,2020-07-30 05:25:37.688442212,YES,31,41.0,81.0,21.0,26.0,46.0,YES
1817,1359,6,2020-07-31 21:49:44.924623116,YES,8,9.0,89.0,10.0,8.0,9.0,
347,1359,6,2020-08-02 14:13:52.160804022,YES,78,16.0,92.0,13.0,7.0,12.0,YES
6635,1359,6,2020-08-04 06:37:59.396984926,YES,10,7.0,94.0,16.0,18.0,20.0,NO
4161,1359,6,2020-08-05 23:02:06.633165830,YES,87,87.0,100.0,0.0,2.0,1.0,NO
5488,1359,6,2020-08-07 15:26:13.869346734,YES,33,22.0,26.0,12.0,0.0,13.0,NO
3526,1359,6,2020-08-09 07:50:21.105527640,YES,36,33.0,78.0,25.0,28.0,3.0,YES
2278,1359,6,2020-08-11 00:14:28.341708544,YES,3,6.0,94.0,3.0,5.0,6.0,NO
3187,1359,6,2020-08-12 16:38:35.577889448,YES,83,62.0,63.0,43.0,27.0,29.0,NO
3385,1359,6,2020-08-14 09:02:42.814070352,YES,86,76.0,56.0,51.0,43.0,54.0,NO
2479,1359,6,2020-08-16 01:26:50.050251258,YES,89,76.0,100.0,2.0,5.0,5.0,NO
3230,1359,6,2020-08-17 17:50:57.286432160,YES,43,36.0,80.0,20.0,37.0,14.0,YES
2728,1359,6,2020-08-19 10:15:04.522613068,YES,43,32.0,80.0,9.0,0.0,27.0,YES
3113,1359,6,2020-08-21 02:39:11.758793972,YES,85,80.0,77.0,36.0,29.0,32.0,NO
285,1359,6,2020-08-22 19:03:18.994974876,YES,44,37.0,60.0,45.0,39.0,36.0,YES
1891,1359,6,2020-08-24 11:27:26.231155780,YES,98,36.0,71.0,20.0,14.0,35.0,YES
2421,1359,6,2020-08-26 03:51:33.467336684,YES,81,77.0,52.0,56.0,0.0,13.0,NO
6020,1359,6,2020-08-27 20:15:40.703517588,YES,16,18.0,82.0,18.0,16.0,69.0,NO
2151,1359,6,2020-08-29 12:39:47.939698492,YES,79,82.0,57.0,43.0,78.0,58.0,NO
3460,1359,6,2020-08-31 05:03:55.175879400,YES,66,25.0,58.0,30.0,10.0,73.0,NO
5883,1359,6,2020-09-01 21:28:02.412060304,NO,56,38.0,95.0,4.0,42.0,18.0,NO
5632,1359,6,2020-09-03 13:52:09.648241208,NO,51,19.0,99.0,0.0,10.0,11.0,NO
2767,1359,6,2020-09-05 06:16:16.884422112,YES,68,69.0,53.0,35.0,45.0,44.0,YES
4468,1359,6,2020-09-06 22:40:24.120603016,YES,66,21.0,79.0,8.0,10.0,51.0,YES
2109,1359,6,2020-09-08 15:04:31.356783920,YES,82,0.0,96.0,6.0,1.0,5.0,NO
2455,1359,6,2020-09-10 07:28:38.592964824,YES,86,92.0,100.0,0.0,11.0,9.0,NO
6255,1359,6,2020-09-11 23:52:45.829145728,YES,16,20.0,84.0,18.0,23.0,10.0,NO
7034,1359,6,2020-09-13 16:16:53.065326636,YES,91,91.0,100.0,0.0,100.0,94.0,NO
4404,1359,6,2020-09-15 08:41:00.301507540,YES,75,61.0,50.0,39.0,54.0,61.0,NO
239,1359,6,2020-09-17 01:05:07.537688444,YES,46,58.0,34.0,61.0,70.0,60.0,YES
898,1359,6,2020-09-18 17:29:14.773869348,YES,76,77.0,62.0,45.0,72.0,64.0,NO
2510,1359,6,2020-09-20 09:53:22.010050252,NO,13,0.0,78.0,18.0,0.0,0.0,NO
2661,1359,6,2020-09-22 02:17:29.246231156,YES,72,60.0,54.0,45.0,58.0,50.0,NO
856,1359,6,2020-09-23 18:41:36.482412060,YES,50,27.0,10.0,8.0,17.0,7.0,NO
6142,1359,6,2020-09-25 11:05:43.718592968,YES,93,93.0,90.0,7.0,96.0,21.0,YES
6098,1359,6,2020-09-27 03:29:50.954773872,YES,90,89.0,100.0,0.0,71.0,77.0,NO
3587,1359,6,2020-09-28 19:53:58.190954776,YES,48,41.0,55.0,33.0,36.0,34.0,YES
6569,1359,6,2020-09-30 12:18:05.427135680,YES,95,94.0,30.0,61.0,88.0,92.0,NO
3573,1359,6,2020-10-02 04:42:12.663316584,YES,55,41.0,72.0,26.0,31.0,36.0,NO
6805,1359,6,2020-10-03 21:06:19.899497488,YES,71,77.0,100.0,0.0,71.0,59.0,NO
5113,1359,6,2020-10-05 13:30:27.135678392,YES,63,77.0,100.0,0.0,41.0,79.0,NO
6028,1359,6,2020-10-07 05:54:34.371859296,YES,72,50.0,88.0,2.0,43.0,65.0,NO
4530,1359,6,2020-10-08 22:18:41.608040204,YES,63,57.0,100.0,0.0,24.0,25.0,NO
3292,1359,6,2020-10-10 14:42:48.844221108,YES,41,32.0,72.0,24.0,57.0,39.0,NO
3228,1359,6,2020-10-12 07:06:56.080402012,YES,62,56.0,51.0,34.0,8.0,8.0,YES
7234,1359,6,2020-10-13 23:31:03.316582916,YES,33,34.0,100.0,0.0,14.0,,NO
2130,1359,6,2020-10-15 15:55:10.552763820,YES,59,3.0,100.0,0.0,29.0,46.0,NO
3898,1359,6,2020-10-17 08:19:17.788944724,YES,82,10.0,90.0,7.0,7.0,17.0,YES
